eid,sid,v,d
202,183,8,5
203,6,10,8
204,198,5,10
205,2,5,7
206,156,6,10
207,167,8,7
208,183,5,7
209,205,6,5
210,184,9,9
211,210,5,10
212,177,9,10
213,79,5,8
214,145,7,9
215,200,5,8
216,34,7,5
217,195,6,8
218,189,6,6
219,198,7,6
220,186,7,9
221,2,9,8
222,216,5,10
223,78,6,8
224,6,5,8
225,40,6,9
226,213,6,7
227,182,6,9
228,198,10,9
229,27,8,8
230,75,9,7
231,21,5,10
232,174,8,7
233,60,6,8
234,127,8,6
235,200,5,9
236,201,8,7
237,32,8,8
238,198,8,6
239,206,6,9
240,136,6,10
241,108,6,8
242,5,10,9
243,158,5,6
244,207,6,10
245,71,5,9
246,145,5,10
247,207,6,5
248,114,10,5
249,57,10,8
250,150,7,9
251,34,9,5
252,225,7,8
253,115,7,10
254,210,5,7
255,218,8,7
256,130,10,6
257,239,9,10
258,184,10,8
259,253,10,8
260,189,9,5
261,241,9,6
262,138,10,8
263,198,5,9
264,215,8,5
265,117,9,6
266,123,9,5
267,127,6,10
268,29,10,7
269,172,9,5
270,171,5,6
271,117,8,9
272,146,7,6
273,211,5,5
274,143,5,6
275,238,5,6
276,89,5,10
277,171,7,5
278,208,5,6
279,2,5,10
280,261,6,9
281,223,9,5
282,193,8,5
283,67,7,8
284,109,7,8
285,103,8,6
286,185,10,10
287,188,8,5
288,234,5,6
289,116,5,10
290,239,8,8
291,208,10,5
292,103,9,5
293,61,5,9
294,191,6,5
295,269,6,5
296,38,7,5
297,196,10,8
298,170,5,5
299,127,9,6
300,109,7,6
301,296,7,5
302,77,10,6
303,282,8,8
304,159,5,5
305,181,7,10
306,91,9,8
307,227,10,5
308,257,7,10
309,308,7,8
310,174,5,8
311,197,6,9
312,262,5,5
313,273,10,10
314,208,5,5
315,146,8,5
316,203,7,6
317,231,5,5
318,34,6,8
319,165,6,10
320,208,5,5
321,264,6,9
322,144,5,5
323,300,5,9
324,25,6,8
325,261,6,8
326,299,7,7
327,269,6,5
328,280,5,10
329,297,7,10
330,244,10,10
331,172,9,5
332,323,10,5
333,196,9,5
334,186,7,5
335,211,10,9
336,95,5,5
337,285,8,6
338,149,5,5
339,251,5,5
340,304,7,7
341,158,6,10
342,215,8,9
343,326,6,9
344,151,6,9
345,237,8,7
346,103,5,7
347,171,6,5
348,323,6,10
349,237,9,10
350,86,7,9
351,164,5,8
352,104,9,8
353,103,7,9
354,135,6,9
355,346,6,8
356,82,9,8
357,325,7,7
358,171,9,10
359,196,8,10
360,252,6,7
361,103,9,7
362,103,5,6
363,41,8,10
364,347,8,7
365,247,10,8
366,41,6,8
367,310,7,5
368,257,8,10
369,64,6,7
370,104,7,6
371,257,7,6
372,349,10,7
373,281,5,6
374,310,9,8
375,281,8,8
376,311,7,8
377,109,5,6
378,361,6,5
379,195,7,7
380,187,8,5
381,198,10,6
382,200,7,6
383,20,7,10
384,361,9,10
385,51,7,7
386,378,6,6
387,264,7,10
388,313,7,9
389,151,6,5
390,282,9,6
391,302,5,7
392,367,9,5
393,382,7,7
394,34,9,6
395,108,6,5
396,323,5,7
397,392,7,5
398,364,10,10
399,106,10,9
400,58,7,10
401,257,10,7
402,309,9,6
403,357,9,5
404,253,10,6
405,211,5,10
406,187,8,7
407,386,7,10
408,51,10,6
409,175,10,8
410,155,8,7
411,330,5,8
412,290,8,8
413,127,5,10
414,381,10,5
415,387,6,7
416,40,7,9
417,155,10,5
418,388,8,8
419,223,9,10
420,317,7,6
421,385,8,6
422,188,7,9
423,285,6,5
424,300,10,7
425,310,10,5
426,389,7,9
427,36,10,10
428,289,8,10
429,374,6,7
430,267,6,7
431,303,10,7
432,4,8,7
433,59,9,8
434,412,8,7
435,190,9,10
436,2,8,9
437,96,5,10
438,298,10,9
439,341,7,7
440,51,5,8
441,46,6,9
442,431,5,9
443,316,10,5
444,178,9,6
445,371,7,5
446,336,5,8
447,318,6,6
448,382,6,9
449,394,10,5
450,323,5,8
451,320,10,7
452,207,8,8
453,167,7,9
454,236,5,5
455,417,5,7
456,405,5,10
457,424,8,8
458,273,8,9
459,2,6,9
460,172,5,9
461,62,8,10
462,444,10,5
463,196,10,7
464,189,7,5
465,233,9,6
466,360,5,9
467,288,6,10
468,364,7,9
469,57,8,6
470,389,7,8
471,455,6,7
472,184,10,10
473,428,5,6
474,308,9,9
475,235,6,9
476,425,7,9
477,357,9,9
478,470,9,10
479,358,6,9
480,409,8,7
481,228,10,7
482,454,9,9
483,257,9,6
484,359,5,7
485,409,7,5
486,257,9,7
487,20,10,10
488,361,5,10
489,103,5,5
490,387,5,6
491,175,5,5
492,460,8,7
493,70,9,7
494,367,8,6
495,449,9,5
496,352,9,9
497,367,10,9
498,394,10,10
499,231,10,8
500,0,5,9
501,294,5,8
502,34,7,6
503,181,8,5
504,353,8,6
505,300,8,7
506,426,8,9
507,468,5,8
508,371,5,5
509,335,8,7
510,416,7,9
511,29,5,6
512,211,9,5
513,282,10,6
514,263,6,10
515,328,6,10
516,285,8,9
517,387,8,5
518,93,10,8
519,378,10,5
520,377,6,6
521,361,6,7
522,364,8,6
523,356,5,10
524,357,10,6
525,308,10,6
526,411,9,8
527,389,9,5
528,405,5,6
529,80,5,7
530,455,10,8
531,511,5,8
532,347,8,6
533,441,6,6
534,334,8,5
535,364,8,9
536,257,5,8
537,216,8,8
538,238,6,6
539,347,6,5
540,164,9,5
541,389,6,5
542,475,9,7
543,77,10,6
544,360,9,9
545,68,8,6
546,500,5,6
547,361,7,6
548,150,7,10
549,478,5,8
550,198,9,9
551,31,8,6
552,392,5,6
553,438,5,9
554,394,6,10
555,381,5,6
556,144,5,5
557,198,7,6
558,283,9,5
559,480,10,6
560,525,7,10
561,41,9,5
562,448,6,8
563,276,6,10
564,547,10,9
565,88,5,7
566,413,5,6
567,471,7,7
568,516,9,10
569,496,7,8
570,308,8,6
571,570,7,7
572,342,9,8
573,32,7,7
574,442,10,5
575,357,6,6
576,228,9,8
577,82,8,6
578,347,7,8
579,298,6,5
580,339,10,9
581,580,5,7
582,486,10,5
583,361,6,7
584,71,5,6
585,283,10,8
586,293,7,8
587,180,10,7
588,364,5,5
589,38,8,10
590,302,7,5
591,382,7,7
592,538,8,6
593,225,10,7
594,579,6,9
595,580,10,9
596,535,10,10
597,549,8,7
598,311,9,7
599,320,5,7
600,32,8,5
601,507,6,8
602,259,5,7
603,21,8,9
604,468,9,10
605,6,9,10
606,198,8,7
607,210,10,9
608,442,10,6
609,466,8,7
610,103,9,5
611,486,7,5
612,236,6,6
613,538,8,6
614,140,10,10
615,257,5,10
616,203,8,10
617,455,8,8
618,381,5,8
619,592,5,8
620,196,9,9
621,387,7,8
622,428,8,10
623,320,6,5
624,480,5,5
625,186,7,6
626,612,9,7
627,87,6,6
628,361,8,8
629,531,7,7
630,477,7,8
631,389,6,6
632,155,8,8
633,53,6,5
634,125,9,6
635,179,5,10
636,288,6,5
637,69,6,8
638,387,10,10
639,524,7,8
640,619,7,9
641,573,10,9
642,33,9,5
643,473,9,8
644,66,5,7
645,525,5,9
646,579,8,8
647,432,7,9
648,309,8,6
649,389,7,8
650,460,10,8
651,186,10,8
652,448,5,8
653,567,5,5
654,561,9,10
655,151,6,10
656,594,9,5
657,48,8,6
658,235,9,7
659,18,7,8
660,208,5,6
661,641,6,10
662,432,5,6
663,44,8,7
664,628,7,9
665,184,6,5
666,466,10,5
667,650,10,5
668,223,5,5
669,431,9,6
670,211,6,7
671,542,9,9
672,646,5,7
673,34,7,7
674,559,5,7
675,525,5,6
676,381,7,5
677,604,5,7
678,13,8,5
679,303,9,9
680,471,7,9
681,548,10,7
682,679,10,5
683,538,5,6
684,398,9,8
685,210,8,10
686,662,8,5
687,108,6,5
688,288,7,8
689,609,6,5
690,526,9,5
691,262,7,7
692,242,9,5
693,617,9,5
694,473,5,5
695,628,8,6
696,103,7,8
697,628,10,10
698,294,5,6
699,442,5,8
700,492,8,10
701,183,9,6
702,431,5,9
703,402,7,8
704,625,9,5
705,697,10,8
706,558,7,5
707,498,6,9
708,476,8,6
709,605,5,7
710,628,6,5
711,657,9,7
712,209,9,10
713,361,5,5
714,364,8,9
715,299,8,8
716,709,9,7
717,603,9,7
718,673,6,10
719,686,9,6
720,628,8,7
721,706,7,10
722,720,8,9
723,705,9,8
724,361,10,10
725,476,7,6
726,254,8,6
727,686,8,9
728,451,7,9
729,686,10,6
730,531,9,10
731,651,8,10
732,371,9,10
733,696,5,8
734,352,6,5
735,734,8,7
736,619,10,6
737,204,7,7
738,394,6,6
739,609,6,6
740,416,8,10
741,85,7,8
742,717,8,10
743,620,9,7
744,681,6,5
745,725,6,9
746,439,8,7
747,271,5,5
748,249,10,7
749,630,9,8
750,720,6,7
751,381,9,6
752,731,6,10
753,363,10,9
754,247,10,9
755,476,7,10
756,720,6,6
757,318,9,10
758,724,9,8
759,297,6,10
760,651,5,10
761,311,7,9
762,508,7,6
763,716,10,10
764,605,9,5
765,680,6,10
766,546,5,10
767,724,7,8
768,373,9,7
769,707,7,10
770,638,7,10
771,382,8,5
772,724,10,6
773,513,10,5
774,11,10,8
775,716,6,6
776,153,5,10
777,343,8,5
778,601,10,9
779,326,7,7
780,197,9,5
781,339,8,7
782,718,5,10
783,256,6,6
784,700,10,5
785,210,9,10
786,574,6,9
787,168,6,9
788,501,9,6
789,757,10,10
790,724,10,5
791,435,5,6
792,666,7,7
793,746,6,10
794,618,9,8
795,598,7,8
796,763,8,8
797,211,9,7
798,769,10,10
799,52,10,7
800,762,8,8
801,648,8,7
802,424,5,9
803,238,8,9
804,22,5,8
805,312,8,5
806,372,6,10
807,682,7,10
808,16,6,9
809,719,8,7
810,809,5,5
811,197,6,8
812,719,6,9
813,139,5,8
814,348,5,8
815,367,5,9
816,398,6,6
817,767,5,10
818,658,7,5
819,611,6,7
820,262,5,7
821,428,7,8
822,609,7,5
823,638,10,9
824,321,7,10
825,430,9,10
826,250,10,6
827,822,5,9
828,293,7,7
829,298,10,5
830,650,8,6
831,16,10,5
832,778,10,7
833,812,10,7
834,71,7,7
835,349,6,8
836,218,6,7
837,241,5,10
838,723,8,6
839,763,5,10
840,264,6,5
841,210,6,5
842,681,10,7
843,580,10,7
844,52,10,5
845,696,6,8
846,211,9,10
847,40,7,5
848,200,5,9
849,718,5,7
850,638,10,10
851,760,5,8
852,282,9,6
853,694,5,9
854,370,8,5
855,636,9,6
856,775,7,10
857,749,7,9
858,830,8,6
859,719,5,5
860,373,9,7
861,651,7,5
862,349,9,9
863,308,9,8
864,416,8,5
865,853,8,7
866,760,7,8
867,390,5,10
868,482,7,7
869,316,9,6
870,482,5,6
871,542,5,7
872,240,5,6
873,409,6,8
874,655,5,6
875,651,8,8
876,830,5,5
877,845,7,7
878,211,9,8
879,474,10,6
880,439,9,6
881,525,9,9
882,621,6,7
883,135,5,8
884,428,9,5
885,766,7,10
886,373,5,9
887,361,8,10
888,497,8,5
889,798,10,9
890,398,5,6
891,579,6,7
892,628,5,5
893,767,7,10
894,466,7,5
895,546,6,7
896,455,5,9
897,32,9,8
898,724,10,10
899,538,6,8
900,827,9,8
901,154,10,10
902,394,7,10
903,558,8,10
904,225,7,9
905,664,10,10
906,308,9,5
907,895,10,9
908,904,9,9
909,900,7,8
910,326,10,9
911,421,9,7
912,657,10,10
913,354,6,5
914,593,10,7
915,705,6,5
916,891,10,5
917,175,5,6
918,211,6,7
919,252,10,5
920,701,6,8
921,430,7,5
922,731,7,7
923,875,5,7
924,756,10,6
925,838,5,10
926,265,5,6
927,785,7,9
928,580,9,6
929,898,10,10
930,12,10,10
931,538,5,7
932,822,6,5
933,686,5,6
934,864,10,5
935,705,5,5
936,729,8,10
937,238,6,9
938,878,5,8
939,752,6,5
940,684,9,9
941,282,8,7
942,693,6,5
943,867,6,7
944,719,7,5
945,185,5,9
946,641,10,8
947,789,6,8
948,889,8,8
949,644,5,5
950,776,8,8
951,605,6,5
952,708,6,7
953,943,6,5
954,614,6,8
955,537,6,7
956,941,8,8
957,371,5,8
958,156,8,6
959,552,8,9
960,660,7,8
961,836,5,8
962,720,5,8
963,215,10,8
964,736,10,10
965,939,6,7
966,44,9,5
967,526,5,9
968,879,5,9
969,49,5,9
970,728,6,6
971,928,7,10
972,37,7,8
973,683,5,6
974,832,6,10
975,466,10,5
976,862,7,9
977,686,9,7
978,497,5,10
979,361,5,5
980,311,5,7
981,724,9,6
982,41,5,8
983,873,9,10
984,361,7,6
985,343,5,5
986,593,7,6
987,579,5,8
988,705,10,8
989,150,8,6
990,505,8,6
991,845,9,8
992,657,10,7
993,932,6,8
994,429,10,6
995,543,9,8
996,425,9,8
997,131,10,9
998,718,6,5
999,723,8,6
1000,724,6,8
1001,593,7,9
1002,86,9,7
1003,812,5,8
1004,1,5,7
1005,867,9,10
1006,431,9,10
1007,748,7,6
1008,766,10,7
1009,706,5,5
1010,16,6,5
1011,216,7,6
1012,724,10,7
1013,726,5,6
1014,718,7,7
1015,899,9,6
1016,719,7,5
1017,757,9,8
1018,478,6,9
1019,875,9,10
1020,442,5,10
1021,703,8,7
1022,704,6,6
1023,756,7,7
1024,756,6,10
1025,720,10,8
1026,684,5,10
1027,196,7,8
1028,464,5,6
1029,875,6,10
1030,556,8,9
1031,5,8,9
1032,930,7,7
1033,566,9,9
1034,980,5,9
1035,729,5,8
1036,902,7,7
1037,792,6,9
1038,389,9,6
1039,896,6,9
1040,580,6,8
1041,653,7,5
1042,1032,10,9
1043,818,9,7
1044,734,6,5
1045,645,6,7
1046,1008,10,8
1047,238,10,7
1048,103,6,8
1049,686,6,5
1050,538,7,10
1051,22,6,6
1052,748,8,8
1053,553,10,7
1054,757,5,8
1055,897,7,8
1056,220,9,8
1057,646,6,5
1058,1020,9,10
1059,200,7,8
1060,998,6,6
1061,311,5,8
1062,724,6,8
1063,311,5,10
1064,498,8,9
1065,256,8,10
1066,993,8,8
1067,628,7,9
1068,30,9,6
1069,768,5,9
1070,716,10,6
1071,721,7,8
1072,224,8,7
1073,168,7,5
1074,775,6,6
1075,473,6,7
1076,726,7,6
1077,10,8,10
1078,238,5,10
1079,866,8,6
1080,1038,8,7
1081,117,9,9
1082,257,8,7
1083,789,6,8
1084,1003,7,10
1085,548,8,9
1086,228,8,6
1087,575,7,10
1088,1008,5,9
1089,806,5,10
1090,720,6,10
1091,290,7,5
1092,727,8,8
1093,895,8,5
1094,406,9,6
1095,315,5,7
1096,763,10,5
1097,408,6,9
1098,686,9,8
1099,881,10,10
1100,1024,7,5
1101,742,9,8
1102,454,9,5
1103,339,10,6
1104,757,5,7
1105,1046,10,8
1106,871,8,7
1107,993,10,6
1108,711,7,9
1109,1062,5,7
1110,559,6,7
1111,502,8,5
1112,501,10,9
1113,125,6,7
1114,975,9,6
1115,200,8,6
1116,574,6,7
1117,1085,8,6
1118,902,5,8
1119,1017,5,10
1120,150,6,6
1121,114,5,5
1122,1070,9,5
1123,736,8,8
1124,826,6,9
1125,757,6,8
1126,1098,8,10
1127,719,5,5
1128,1091,5,9
1129,574,9,9
1130,1084,9,6
1131,1046,8,6
1132,1003,8,6
1133,763,5,6
1134,1049,10,6
1135,1008,9,8
1136,196,6,5
1137,483,10,7
1138,945,6,7
1139,696,9,10
1140,1088,7,8
1141,756,8,9
1142,895,8,10
1143,938,9,5
1144,0,9,10
1145,1102,8,6
1146,232,10,6
1147,871,9,5
1148,211,7,8
1149,372,6,6
1150,847,5,7
1151,720,9,8
1152,335,9,10
1153,475,7,7
1154,678,9,8
1155,226,7,7
1156,648,7,9
1157,1132,5,10
1158,165,7,10
1159,736,5,10
1160,954,6,9
1161,696,6,5
1162,675,9,6
1163,505,9,9
1164,108,5,8
1165,845,9,6
1166,1110,7,10
1167,684,6,9
1168,924,5,9
1169,756,7,6
1170,840,6,6
1171,799,7,5
1172,14,9,5
1173,530,9,8
1174,828,7,9
1175,387,6,9
1176,413,8,6
1177,1112,6,10
1178,993,5,7
1179,68,8,8
1180,791,5,10
1181,574,9,8
1182,1123,7,9
1183,225,8,8
1184,23,8,5
1185,838,10,10
1186,216,7,10
1187,545,7,6
1188,1141,10,5
1189,932,6,9
1190,987,10,7
1191,104,9,9
1192,1144,8,10
1193,603,8,6
1194,757,7,6
1195,819,6,7
1196,20,8,8
1197,1021,9,10
1198,1018,6,9
1199,1075,10,8
1200,697,8,6
1201,12,9,9
1202,95,7,8
1203,1143,9,9
1204,1129,9,10
1205,425,5,10
1206,1046,5,7
1207,916,5,6
1208,1139,9,5
1209,318,8,5
1210,1193,5,8
1211,93,10,5
1212,1089,8,8
1213,34,6,8
1214,720,10,7
1215,133,8,8
1216,719,7,5
1217,1088,6,5
1218,719,9,9
1219,1036,8,8
1220,303,9,10
1221,1063,7,5
1222,845,7,6
1223,386,9,5
1224,303,8,7
1225,425,10,8
1226,726,7,6
1227,394,9,7
1228,861,6,5
1229,969,8,7
1230,1121,10,9
1231,709,6,10
1232,361,7,6
1233,686,9,9
1234,1063,7,9
1235,1085,6,5
1236,1100,5,9
1237,724,8,5
1238,945,8,9
1239,747,8,7
1240,360,7,6
1241,151,6,8
1242,959,8,5
1243,1160,6,10
1244,1098,6,9
1245,765,5,9
1246,1160,5,8
1247,1123,8,10
1248,860,6,8
1249,873,8,5
1250,1062,10,8
1251,696,7,9
1252,473,5,6
1253,1233,7,7
1254,964,6,6
1255,528,9,5
1256,587,8,5
1257,775,5,7
1258,1118,7,6
1259,1055,10,5
1260,238,10,8
1261,539,8,6
1262,1188,8,7
1263,716,10,8
1264,963,9,9
1265,605,5,6
1266,1188,5,7
1267,944,6,7
1268,703,9,5
1269,210,10,8
1270,481,6,6
1271,260,10,8
1272,1202,7,7
1273,975,6,5
1274,634,8,6
1275,373,7,9
1276,794,10,10
1277,1112,9,5
1278,718,5,7
1279,1129,5,8
1280,784,5,6
1281,97,10,9
1282,636,8,6
1283,86,8,10
1284,744,6,9
1285,684,8,7
1286,508,9,10
1287,822,7,7
1288,394,5,5
1289,139,6,6
1290,865,6,10
1291,718,10,5
1292,394,8,9
1293,657,6,9
1294,1008,7,7
1295,876,8,10
1296,549,5,5
1297,1292,9,10
1298,892,10,6
1299,361,6,8
1300,718,5,10
1301,455,9,8
1302,895,8,10
1303,741,9,5
1304,289,8,9
1305,505,6,9
1306,422,7,9
1307,1126,8,6
1308,883,6,6
1309,224,5,7
1310,1245,6,9
1311,449,9,10
1312,937,9,7
1313,959,9,5
1314,394,8,6
1315,956,9,5
1316,1043,5,6
1317,311,6,5
1318,980,6,5
1319,436,9,8
1320,341,7,8
1321,409,5,5
1322,1315,6,10
1323,1257,10,10
1324,1264,7,10
1325,103,7,9
1326,1177,9,7
1327,318,9,8
1328,1238,8,10
1329,1008,6,10
1330,254,6,7
1331,1106,10,6
1332,1209,7,8
1333,756,5,8
1334,821,5,10
1335,996,8,5
1336,1145,7,5
1337,574,5,5
1338,1272,10,8
1339,628,8,9
1340,1210,10,9
1341,17,10,8
1342,757,5,10
1343,538,8,9
1344,399,5,6
1345,1228,6,7
1346,767,7,8
1347,783,7,5
1348,546,7,10
1349,1088,9,8
1350,383,9,9
1351,1233,8,5
1352,767,8,5
1353,832,9,8
1354,696,7,9
1355,726,6,5
1356,720,8,8
1357,1112,8,6
1358,92,9,9
1359,1349,9,6
1360,1219,5,9
1361,561,8,6
1362,787,5,5
1363,1170,6,9
1364,1065,6,5
1365,1309,8,8
1366,1139,6,7
1367,898,10,6
1368,902,10,10
1369,1366,5,10
1370,974,5,9
1371,578,9,6
1372,893,10,8
1373,112,7,9
1374,398,7,9
1375,857,8,8
1376,1360,9,7
1377,236,5,7
1378,1342,6,9
1379,974,7,10
1380,1228,5,5
1381,1260,5,10
1382,857,7,9
1383,993,7,7
1384,318,10,7
1385,430,7,5
1386,1252,8,6
1387,1307,6,5
1388,617,7,9
1389,651,9,10
1390,724,7,6
1391,473,7,9
1392,903,9,8
1393,326,8,6
1394,425,5,8
1395,999,6,5
1396,147,6,7
1397,251,7,6
1398,756,6,5
1399,1375,10,6
1400,1132,9,6
1401,1144,7,9
1402,1366,8,7
1403,724,8,7
1404,1378,5,9
1405,1170,10,5
1406,794,10,7
1407,323,10,7
1408,878,7,7
1409,728,8,6
1410,150,9,8
1411,952,6,10
1412,1250,7,10
1413,838,6,5
1414,341,8,5
1415,395,9,10
1416,756,8,5
1417,704,6,5
1418,1290,9,5
1419,841,9,5
1420,1253,8,9
1421,1144,7,5
1422,884,9,5
1423,1310,5,8
1424,1126,6,8
1425,800,10,8
1426,108,7,9
1427,1299,8,6
1428,845,7,9
1429,677,8,8
1430,387,7,6
1431,1242,6,5
1432,153,8,9
1433,40,9,10
1434,1425,5,5
1435,1215,5,8
1436,1145,10,8
1437,931,6,9
1438,1096,9,8
1439,1049,9,10
1440,1075,8,6
1441,361,5,8
1442,593,6,5
1443,51,9,7
1444,756,7,9
1445,1088,6,8
1446,86,8,9
1447,593,7,10
1448,1021,7,9
1449,1370,8,5
1450,609,8,9
1451,179,9,5
1452,1357,6,5
1453,371,10,10
1454,1250,8,10
1455,1020,10,5
1456,1046,9,5
1457,494,10,6
1458,446,5,9
1459,1355,6,10
1460,531,10,6
1461,696,8,9
1462,651,8,7
1463,50,8,9
1464,1287,9,9
1465,1281,9,7
1466,1299,5,9
1467,251,9,9
1468,436,9,5
1469,478,9,6
1470,1401,6,8
1471,677,7,9
1472,192,7,8
1473,1463,6,10
1474,1189,10,5
1475,534,7,6
1476,945,8,6
1477,726,10,7
1478,575,6,10
1479,791,9,5
1480,1235,7,8
1481,1241,9,9
1482,1479,8,10
1483,1098,8,9
1484,1299,8,10
1485,719,5,9
1486,948,7,9
1487,36,5,10
1488,1436,8,10
1489,1342,10,8
1490,1260,5,8
1491,151,10,10
1492,620,8,9
1493,1206,10,8
1494,1172,10,10
1495,828,6,7
1496,284,10,8
1497,271,8,6
1498,11,10,8
1499,634,7,9
1500,1304,8,8
1501,1181,9,7
1502,1307,10,5
1503,879,9,7
1504,62,10,5
1505,379,7,6
1506,922,8,7
1507,801,8,9
1508,1496,5,7
1509,88,10,9
1510,1380,8,7
1511,1118,8,6
1512,1122,8,8
1513,103,5,10
1514,1003,8,8
1515,137,8,8
1516,526,9,7
1517,727,5,6
1518,845,5,10
1519,16,9,7
1520,930,9,10
1521,439,5,5
1522,88,9,8
1523,1226,5,7
1524,1376,10,8
1525,1300,5,9
1526,1307,7,7
1527,720,5,8
1528,231,10,10
1529,650,8,9
1530,720,8,10
1531,1132,10,5
1532,874,10,7
1533,1025,9,10
1534,361,7,10
1535,550,6,7
1536,773,7,10
1537,180,10,8
1538,731,5,10
1539,311,6,6
1540,1156,7,10
1541,1276,8,8
1542,1161,9,8
1543,673,5,8
1544,1470,9,6
1545,1144,9,5
1546,505,6,7
1547,1245,8,5
1548,608,8,8
1549,529,7,9
1550,1289,8,6
1551,1397,10,10
1552,117,8,8
1553,310,5,10
1554,948,8,10
1555,1401,7,8
1556,112,8,8
1557,526,9,8
1558,1541,7,10
1559,12,9,6
1560,200,5,9
1561,1300,6,6
1562,563,8,8
1563,366,7,9
1564,879,5,9
1565,295,7,10
1566,513,7,5
1567,874,5,7
1568,140,8,5
1569,1470,8,6
1570,1459,8,8
1571,1008,6,7
1572,1137,5,9
1573,1264,5,5
1574,922,10,6
1575,1056,5,6
1576,308,8,8
1577,318,8,7
1578,205,7,6
1579,800,7,10
1580,1088,5,5
1581,1524,5,7
1582,361,9,8
1583,251,10,8
1584,442,5,7
1585,847,10,6
1586,1369,8,5
1587,19,10,8
1588,1585,6,10
1589,1232,10,8
1590,1497,6,10
1591,1300,7,5
1592,1009,5,10
1593,409,8,8
1594,1429,8,10
1595,1046,8,10
1596,1254,7,8
1597,1585,6,7
1598,756,9,7
1599,361,8,6
1600,531,6,5
1601,1239,7,7
1602,430,8,6
1603,1585,10,8
1604,585,6,5
1605,1361,10,6
1606,1488,6,8
1607,1027,8,7
1608,1096,5,6
1609,1008,9,8
1610,1553,10,10
1611,1262,6,5
1612,1145,8,7
1613,1100,8,7
1614,1294,5,8
1615,974,9,6
1616,1126,10,7
1617,1295,5,9
1618,505,5,6
1619,989,9,10
1620,1287,8,6
1621,845,5,5
1622,1141,7,6
1623,1,6,8
1624,436,6,5
1625,193,9,7
1626,1561,6,6
1627,671,10,6
1628,1453,6,10
1629,645,9,5
1630,724,9,7
1631,1145,7,9
1632,43,8,5
1633,31,9,8
1634,1144,6,9
1635,680,5,6
1636,1109,5,6
1637,304,6,9
1638,353,6,10
1639,1098,7,10
1640,1409,8,5
1641,1052,5,10
1642,20,10,5
